132.0, 170.0, 1
132.13825000000003, 170.22473, 1
132.25054999999998, 170.478365, 1
132.33245, 170.75786, 1
132.3798, 171.05955, 1
132.3888, 171.379165, 1
132.35625, 171.71193, 1
132.27960000000002, 172.05255, 1
132.15683, 172.3954, 1
131.98669999999998, 172.73448, 1
131.76875, 173.06357, 1
131.50324999999998, 173.37631, 1
131.19125000000003, 173.66632, 1
130.83478000000002, 173.92726, 1
130.43650000000002, 174.15295, 1
130.0, 174.3375, 1
129.52960000000002, 174.47534, 1
129.03044999999997, 174.56143, 1
128.50824999999998, 174.59123, 1
127.96935000000002, 174.560885, 1
127.42084999999997, 174.46725, 1
126.87004999999999, 174.308015, 1
126.32479999999998, 174.081725, 1
125.79318, 173.78784, 1
125.28345000000002, 173.42679, 1
124.80383499999999, 173.0, 1
124.36266999999998, 172.5099, 1
123.96792499999998, 171.95995, 1
123.62738000000002, 171.35455, 1
123.3483, 170.699125, 1
123.13749999999999, 170.0, 1
123.00105000000002, 169.26439, 1
122.944275, 168.500275, 1
122.97167999999999, 167.71637, 1
123.08672999999999, 166.92203, 1
123.2919, 166.12709, 1
123.58852999999999, 165.34181, 1
123.97680000000003, 164.5767, 1
124.45569999999998, 163.84244, 1
125.02292, 163.14966, 1
125.67500000000001, 162.5089, 1
126.40715, 161.93036, 1
127.21339999999998, 161.42386, 1
128.08667000000003, 160.9986, 1
129.018615, 160.6631, 1
129.99997000000002, 160.425, 1
131.02044999999998, 160.290985, 1
132.06885, 160.266615, 1
133.133425, 160.356275, 1
134.20155, 160.563065, 1
135.260375, 160.88867, 1
136.29663, 161.33339, 1
137.29685, 161.89598, 1
138.24761999999998, 162.57373, 1
139.13580000000002, 163.3624, 1
139.948425, 164.25621, 1
140.67322000000001, 165.24791, 1
141.29852499999998, 166.328825, 1
141.81357000000003, 167.48889, 1
142.2086, 168.716765, 1
142.47500000000002, 169.99994, 1
142.60559999999998, 171.32485, 1
142.59447999999998, 172.67697, 1
142.43747000000002, 174.0411, 1
142.13189999999997, 175.4014, 1
141.67694999999998, 176.74161, 1
141.07344999999998, 178.04525, 1
140.32420000000002, 179.295835, 1
139.4337, 180.47705, 1
138.408325, 181.572935, 1
137.25631499999997, 182.56815, 1
135.98757999999998, 183.44812, 1
134.6137, 184.19925, 1
133.1479, 184.80915, 1
131.604675, 185.266725, 1
